0
         1267159 function calls (1249907 primitive calls) in 1.599 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 miscplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 algorithms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 client.py:173(HTTPMessage)
        1    0.000    0.000    0.000    0.000 stata.py:1993(StataWriter)
        1    0.000    0.000    0.001    0.001 testing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _testing.py:80(set_testing_mode)
        1    0.000    0.000    0.000    0.000 pytables.py:4444(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:242(FilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:1721(TableIterator)
        1    0.000    0.000    0.000    0.000 _xlrd.py:10(_XlrdReader)
        1    0.000    0.000    0.000    0.000 parsers.py:1344(ParserBase)
        1    0.000    0.000    0.000    0.000 parsers.py:1859(CParserWrapper)
        3    0.000    0.000    0.000    0.000 _util.py:8(register_writer)
        2    0.000    0.000    0.000    0.000 expr.py:109(_compose)
        1    0.000    0.000    0.000    0.000 _misc.py:436(__init__)
        1    0.000    0.000    0.000    0.000 _misc.py:423(_Options)
        3    0.000    0.000    0.000    0.000 series.py:104(_coerce_method)
        1    0.000    0.000    0.000    0.000 zipfile.py:773(ZipExtFile)
        1    0.000    0.000    0.000    0.000 common.py:494(_MMapWrapper)
        1    0.000    0.000    0.000    0.000 blocks.py:2586(ObjectBlock)
        1    0.000    0.000    0.000    0.000 indexing.py:1808(_LocIndexer)
        3    0.000    0.000    0.000    0.000 interval.py:1147(_setop)
        1    0.000    0.000    0.000    0.000 datetimelike.py:872(DatetimelikeDelegateMixin)
        2    0.000    0.000    0.000    0.000 generic.py:10481(_doc_parms)
        1    0.000    0.000    0.000    0.000 string_.py:311(_add_arithmetic_ops)
       12    0.000    0.000    0.000    0.000 period.py:50(_field_accessor)
        1    0.000    0.000    0.000    0.000 array.py:1455(_add_unary_ops)
        1    0.000    0.000    0.000    0.000 numpy_.py:26(PandasDtype)
        1    0.000    0.000    0.000    0.000 frozen.py:17(FrozenList)
       16    0.000    0.000    0.000    0.000 base.py:5097(_make_evaluate_unary)
        1    0.000    0.000    0.000    0.000 offsets.py:1948(YearOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:2260(FY5253Quarter)
        1    0.000    0.000    0.000    0.000 offsets.py:1003(BusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:1019(CustomBusinessDay)
        8    0.000    0.000    0.000    0.000 accessor.py:179(__init__)
        6    0.000    0.000    0.000    0.000 boolean.py:633(_create_comparison_method)
        6    0.000    0.000    0.000    0.000 nanops.py:83(__init__)
        8    0.000    0.000    0.000    0.000 config.py:803(<listcomp>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1728(__init__)
        1    0.000    0.000    0.000    0.000 _rvs_sampling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6408(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1932(weibull_min_gen)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:1237(lsoda)
        1    0.000    0.000    0.000    0.000 _ode.py:590(complex_ode)
        1    0.000    0.000    0.000    0.000 nonlin.py:691(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 report.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:12(ScalarFunction)
        6    0.000    0.000    0.000    0.000 _threadsafety.py:50(non_reentrant)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
       18    0.000    0.000    0.000    0.000 codata.py:1564(_check_obsolete)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        3    0.000    0.000    0.000    0.000 blas.py:372(getter)
       22    0.000    0.000    0.000    0.000 decorator.py:220(<genexpr>)
        1    0.000    0.000    0.000    0.000 palettes.py:57(<dictcomp>)
        1    0.000    0.000    0.000    0.000 Gtk.py:172(Container)
        1    0.000    0.000    0.000    0.000 Gtk.py:218(Editable)
        1    0.000    0.000    0.000    0.000 Gtk.py:231(Action)
        1    0.000    0.000    0.000    0.000 Gtk.py:247(ActionGroup)
        1    0.000    0.000    0.000    0.000 Gtk.py:528(Dialog)
        1    0.000    0.000    0.000    0.000 Gtk.py:801(TextIter)
        1    0.000    0.000    0.000    0.000 Gtk.py:1377(TreeViewColumn)
        1    0.000    0.000    0.000    0.000 Gtk.py:1429(Button)
        1    0.000    0.000    0.000    0.000 Gtk.py:1518(ScrolledWindow)
        1    0.000    0.000    0.000    0.000 Gtk.py:1585(Viewport)
        1    0.000    0.000    0.000    0.000 Gtk.py:1064(TreeModelRow)
        1    0.000    0.000    0.000    0.000 Gio.py:234(Settings)
        1    0.000    0.000    0.000    0.000 GLib.py:514(Source)
        1    0.000    0.000    0.000    0.000 {built-in method gi._gi.register_foreign}
       17    0.000    0.000    0.000    0.000 {method 'get_methods' of 'gi.EnumInfo' objects}
       10    0.000    0.000    0.000    0.000 {method 'get_version' of 'gi.Repository' objects}
       14    0.000    0.000    0.000    0.000 __init__.py:155(get_required_version)
        1    0.000    0.000    0.000    0.000 types.py:226(GObjectMeta)
        3    0.000    0.000    0.001    0.000 qt_compat.py:89(_setup_pyqt4)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:73(RendererCairo)
        1    0.000    0.000    0.001    0.001 figureoptions.py:6(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:3103(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 art3d.py:86(Text3D)
        1    0.000    0.000    0.000    0.000 axis.py:29(<listcomp>)
        1    0.000    0.000    0.000    0.000 table.py:30(Cell)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        7    0.000    0.000    0.000    0.000 legend_handler.py:136(__init__)
        3    0.000    0.000    0.000    0.000 legend_handler.py:212(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:586(DateFormatter)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        3    0.000    0.000    0.000    0.000 __init__.py:35(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:573(parser)
        1    0.000    0.000    0.000    0.000 widgets.py:1866(ToolHandles)
        4    0.000    0.000    0.000    0.000 backend_bases.py:3405(Show)
        1    0.000    0.000    0.000    0.000 backend_tools.py:160(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 image.py:832(AxesImage)
        1    0.000    0.000    0.000    0.000 image.py:1003(NonUniformImage)
        1    0.000    0.000    0.000    0.000 blocking_input.py:100(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 gridspec.py:25(GridSpecBase)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:947(StixFonts)
        8    0.000    0.000    0.000    0.000 mathtext.py:1868(__init__)
        1    0.000    0.000    0.000    0.000 _text_layout.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _optional.py:47(import_optional_dependency)
        1    0.000    0.000    0.000    0.000 text.py:1268(TextWithDash)
        1    0.000    0.000    0.000    0.000 font_manager.py:946(FontManager)
        1    0.000    0.000    0.000    0.000 afm.py:360(AFM)
        1    0.000    0.000    0.000    0.000 font_manager.py:563(FontProperties)
        1    0.000    0.000    0.000    0.000 contour.py:676(ContourSet)
        1    0.000    0.000    0.000    0.000 ticker.py:242(Formatter)
        1    0.000    0.000    0.000    0.000 collections.py:1166(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1909(QuadMesh)
        1    0.000    0.000    0.000    0.000 cm.py:141(ScalarMappable)
        1    0.000    0.000    0.000    0.000 transforms.py:1054(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1183(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1607(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:2038(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2280(CompositeGenericTransform)
       18    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
        3    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4768(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4911(__init__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:5690(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:6682(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6699(unicode_set)
       11    0.000    0.000    0.000    0.000 pyparsing.py:646(__iter__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1461(setResultsName)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1782(clear)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1766(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3565(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3606(__str__)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        8    0.000    0.000    0.000    0.000 rcsetup.py:149(_validate_tex_preamble)
       10    0.000    0.000    0.000    0.000 rcsetup.py:269(_make_nseq_validator)
        4    0.000    0.000    0.000    0.000 rcsetup.py:607(validate_hinting)
        4    0.000    0.000    0.000    0.000 rcsetup.py:925(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:30(FontconfigPatternParser)
       16    0.000    0.000    0.000    0.000 __init__.py:2111(<genexpr>)
       10    0.000    0.000    0.000    0.000 __init__.py:253(_logged_cached)
        1    0.000    0.000    0.000    0.000 __init__.py:764(RcParams)
        1    0.000    0.000    0.000    0.000 version.py:93(StrictVersion)
        1    0.000    0.000    0.000    0.000 context.py:264(<listcomp>)
        3    0.000    0.000    0.000    0.000 base.py:677(__getattr__)
        1    0.000    0.000    0.000    0.000 compressed.py:1100(__get_sorted)
        2    0.000    0.000    0.000    0.000 _util.py:157(__init__)
       40    0.000    0.000    0.000    0.000 base.py:84(get_shape)
       63    0.000    0.000    0.000    0.000 inspect.py:2525(annotation)
        1    0.000    0.000    0.000    0.000 typing.py:594(_GenericAlias)
       10    0.000    0.000    0.000    0.000 typing.py:893(cast)
        1    0.000    0.000    0.000    0.000 typing.py:1585(TextIO)
        5    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:766(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:1384(add_argument_group)
       15    0.000    0.000    0.000    0.000 argparse.py:1523(_check_conflict)
       15    0.000    0.000    0.000    0.000 argparse.py:1743(_add_action)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:793(Handler)
        4    0.000    0.000    0.000    0.000 __init__.py:1164(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1600(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 core.py:7994(_convert2ma)
        1    0.000    0.000    0.000    0.000 patches.py:3871(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 patches.py:693(Rectangle)
        1    0.000    0.000    0.000    0.000 legendre.py:1804(Legendre)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2118(Chebyshev)
        1    0.000    0.000    0.000    0.000 threading.py:899(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
        1    0.000    0.000    0.001    0.001 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        1    0.000    0.000    0.000    0.000 defmatrix.py:169(__array_finalize__)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:72(__init__)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        6    0.000    0.000    0.000    0.000 _methods.py:30(_amin)
        1    0.000    0.000    0.000    0.000 arrayprint.py:74(<dictcomp>)
        2    0.000    0.000    0.000    0.000 arrayprint.py:460(decorating_function)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 numeric.py:3069(_setdef)
        1    0.000    0.000    0.000    0.000 numerictypes.py:602(find_common_type)
