CMDLINE /usr/bin/python3 main.py
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 657.4766 1606411141.5493 658.5352 1606411141.6972 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 658.5352 1606411141.7508 658.5352 1606411141.8993 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 674.5195 1606411142.0890 674.5195 1606411142.2629 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 674.5195 1606411142.3104 674.5195 1606411142.4829 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 674.5195 1606411142.5331 674.5195 1606411142.7067 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 674.5195 1606411142.8652 674.5195 1606411143.0416 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 674.5195 1606411143.0892 674.5195 1606411143.2599 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 674.5195 1606411143.3083 674.5195 1606411143.4823 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 674.5195 1606411143.6425 674.5195 1606411143.8200 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 674.5195 1606411143.8651 674.5195 1606411144.0362 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 681.3008 1606411144.3004 681.3008 1606411144.4735 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 681.3008 1606411144.6344 681.3008 1606411144.8103 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 681.3008 1606411144.8614 681.3008 1606411145.0331 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 681.3008 1606411145.0857 681.3008 1606411145.2579 1
MEM 658.535156 1606411141.7115
MEM 658.535156 1606411141.8119
MEM 658.535156 1606411141.9122
MEM 674.519531 1606411142.0126
MEM 674.519531 1606411142.1130
MEM 674.519531 1606411142.2133
MEM 674.519531 1606411142.3136
MEM 674.519531 1606411142.4139
MEM 674.519531 1606411142.5143
MEM 674.519531 1606411142.6146
MEM 674.519531 1606411142.7150
MEM 674.519531 1606411142.8154
MEM 674.519531 1606411142.9158
MEM 674.519531 1606411143.0161
MEM 674.519531 1606411143.1165
MEM 674.519531 1606411143.2168
MEM 674.519531 1606411143.3171
MEM 674.519531 1606411143.4175
MEM 674.519531 1606411143.5179
MEM 674.519531 1606411143.6182
MEM 674.519531 1606411143.7186
MEM 674.519531 1606411143.8189
MEM 674.519531 1606411143.9193
MEM 674.519531 1606411144.0196
MEM 675.628906 1606411144.1199
MEM 675.628906 1606411144.2203
MEM 681.300781 1606411144.3206
MEM 681.300781 1606411144.4210
MEM 681.300781 1606411144.5214
MEM 681.300781 1606411144.6217
MEM 681.300781 1606411144.7221
MEM 681.300781 1606411144.8224
MEM 681.300781 1606411144.9227
MEM 681.300781 1606411145.0230
MEM 681.300781 1606411145.1233
MEM 681.300781 1606411145.2237
MEM 681.441406 1606411145.3240
MEM 680.945312 1606411145.4244
