CMDLINE /usr/bin/python3 main.py
FUNC core_parallel.linear_helpers.__step1__ 602.8555 1606411098.6891 602.8555 1606411098.6979 0
FUNC core_parallel.linear_helpers.__step1__ 602.8555 1606411098.6992 602.8555 1606411098.7085 0
FUNC core_parallel.linear_helpers.__step1__ 613.3008 1606411098.7400 613.3008 1606411098.7492 0
FUNC core_parallel.linear_helpers.__step1__ 625.1719 1606411099.2122 625.1719 1606411099.2212 0
FUNC core_parallel.linear_helpers.__step1__ 625.1719 1606411099.2225 625.1719 1606411099.2313 0
FUNC core_parallel.linear_helpers.__step1__ 625.1719 1606411099.2607 625.1719 1606411099.2698 0
FUNC core_parallel.linear_helpers.__step1__ 637.3398 1606411099.7420 637.3398 1606411099.7510 0
FUNC core_parallel.linear_helpers.__step1__ 637.3398 1606411099.7523 637.3398 1606411099.7620 0
FUNC core_parallel.linear_helpers.__step1__ 637.3398 1606411099.7913 637.3398 1606411099.8005 0
FUNC core_parallel.linear_helpers.__step1__ 637.3398 1606411100.2648 637.3398 1606411100.2739 0
FUNC core_parallel.linear_helpers.__step1__ 637.3398 1606411100.2752 637.3398 1606411100.2840 0
FUNC core_parallel.linear_helpers.__step1__ 637.3398 1606411100.3132 637.3398 1606411100.3224 0
FUNC core_parallel.linear_helpers.__step1__ 637.3398 1606411100.7880 637.3398 1606411100.7968 0
FUNC core_parallel.linear_helpers.__step1__ 637.3398 1606411100.7981 637.3398 1606411100.8070 0
FUNC core_parallel.linear_helpers.__step2__ 373.9609 1606411098.1914 602.8555 1606411098.6878 0
FUNC core_parallel.linear_helpers.__step2__ 613.3008 1606411098.7512 625.1719 1606411099.2109 0
FUNC core_parallel.linear_helpers.__step2__ 625.1719 1606411099.2718 637.3398 1606411099.7407 0
FUNC core_parallel.linear_helpers.__step2__ 637.3398 1606411099.8025 637.3398 1606411100.2635 0
FUNC core_parallel.linear_helpers.__step2__ 637.3398 1606411100.3246 637.3398 1606411100.7867 0
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 518.2969 1606411098.2573 602.8555 1606411098.4616 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 602.8555 1606411098.5101 602.8555 1606411098.6870 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 613.3008 1606411098.8048 613.3008 1606411098.9793 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 625.1719 1606411099.0324 625.1719 1606411099.2101 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 629.6719 1606411099.3264 637.3398 1606411099.5049 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 637.3398 1606411099.5573 637.3398 1606411099.7400 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 637.3398 1606411099.8583 637.3398 1606411100.0349 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 637.3398 1606411100.0880 637.3398 1606411100.2627 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 637.3398 1606411100.3784 637.3398 1606411100.5557 1
FUNC problem_examples_parallel.advection_2d_pbc_upwind5.linear_solver 637.3398 1606411100.6101 637.3398 1606411100.7860 1
MEM 602.855469 1606411098.6424
MEM 613.300781 1606411098.7428
MEM 613.300781 1606411098.8431
MEM 613.300781 1606411098.9434
MEM 625.171875 1606411099.0437
MEM 625.171875 1606411099.1441
MEM 625.171875 1606411099.2445
MEM 633.023438 1606411099.3448
MEM 637.339844 1606411099.4451
MEM 637.339844 1606411099.5455
MEM 637.339844 1606411099.6458
MEM 637.339844 1606411099.7462
MEM 637.339844 1606411099.8465
MEM 637.339844 1606411099.9469
MEM 637.339844 1606411100.0472
MEM 637.339844 1606411100.1475
MEM 637.339844 1606411100.2478
MEM 637.339844 1606411100.3482
MEM 637.339844 1606411100.4485
MEM 637.339844 1606411100.5489
MEM 637.339844 1606411100.6492
MEM 637.339844 1606411100.7496
MEM 637.484375 1606411100.8499
MEM 636.253906 1606411100.9503
